from_web_code,from_web_name,from_stop_id,to_web_code,to_web_name,to_stop_id,peak_fare,low_fare,senior_fare,dist,time
70,Mt Vernon Sq 7th St-Convention Center,10344,82,L'Enfant Plaza,5017,2.1,1.7,1.05,1.49,6.0
70,Mt Vernon Sq 7th St-Convention Center,10344,67,Landover,2124,3.8,2.75,1.9,8.75,31.0
70,Mt Vernon Sq 7th St-Convention Center,10344,109,Largo Town Center,4697,4.4,3.45,2.2,10.86,36.0
70,Mt Vernon Sq 7th St-Convention Center,10344,36,McPherson Square,7812,2.1,1.7,1.05,0.88,15.0
70,Mt Vernon Sq 7th St-Convention Center,10344,13,Medical Center,2640,3.75,2.75,1.85,8.42,28.0
70,Mt Vernon Sq 7th St-Convention Center,10344,1,Metro Center,7588,2.1,1.7,1.05,0.76,9.0
70,Mt Vernon Sq 7th St-Convention Center,10344,64,Minnesota Ave,25426,2.8,2.05,1.4,5.21,24.0
70,Mt Vernon Sq 7th St-Convention Center,10344,110,Morgan Boulevard,4664,4.05,2.75,2.0,9.6,33.0
70,Mt Vernon Sq 7th St-Convention Center,10344,84,Navy Yard-Ballpark,5759,2.1,1.7,1.05,2.58,10.0
70,Mt Vernon Sq 7th St-Convention Center,10344,87,Naylor Road,7686,3.2,2.05,1.6,6.48,20.0
70,Mt Vernon Sq 7th St-Convention Center,10344,68,New Carrollton,2658,4.2,3.3,2.1,10.12,34.0
70,Mt Vernon Sq 7th St-Convention Center,10344,108,NoMa-Gallaudet,4567,2.1,1.7,1.05,1.65,12.0
70,Mt Vernon Sq 7th St-Convention Center,10344,43,Pentagon,12928,2.25,1.8,1.1,3.46,11.0
70,Mt Vernon Sq 7th St-Convention Center,10344,44,Pentagon City,12930,2.45,1.95,1.2,4.05,12.0
70,Mt Vernon Sq 7th St-Convention Center,10344,61,Potomac Ave,6553,2.1,1.7,1.05,3.07,20.0
70,Mt Vernon Sq 7th St-Convention Center,10344,78,Prince George's Plaza,3034,3.2,2.05,1.6,6.48,17.0
70,Mt Vernon Sq 7th St-Convention Center,10344,26,Rhode Island Ave-Brentwood,6671,2.1,1.7,1.05,2.54,13.0
70,Mt Vernon Sq 7th St-Convention Center,10344,17,Rockville,7993,5.6,3.5,2.8,15.03,39.0
70,Mt Vernon Sq 7th St-Convention Center,10344,93,Ronald Reagan Washington National Airport,9838,2.65,2.05,1.3,4.77,16.0
70,Mt Vernon Sq 7th St-Convention Center,10344,41,Rosslyn,11332,2.1,1.7,1.05,3.01,21.0
70,Mt Vernon Sq 7th St-Convention Center,10344,18,Shady Grove,9360,5.75,3.5,2.85,17.68,43.0
70,Mt Vernon Sq 7th St-Convention Center,10344,72,Shaw-Howard U,308,2.1,1.7,1.05,0.48,1.0
70,Mt Vernon Sq 7th St-Convention Center,10344,31,Silver Spring,20078,3.3,2.05,1.65,6.84,19.0
70,Mt Vernon Sq 7th St-Convention Center,10344,54,Smithsonian,12906,2.1,1.7,1.05,1.42,17.0
70,Mt Vernon Sq 7th St-Convention Center,10344,107,Southern Avenue,7681,3.0,2.05,1.5,5.82,17.0
70,Mt Vernon Sq 7th St-Convention Center,10344,63,Stadium-Armory,5110,2.25,1.8,1.1,3.5,21.0
70,Mt Vernon Sq 7th St-Convention Center,10344,88,Suitland,10142,3.55,2.75,1.75,7.76,22.0
70,Mt Vernon Sq 7th St-Convention Center,10344,29,Takoma,6963,2.9,2.05,1.45,5.51,16.0
70,Mt Vernon Sq 7th St-Convention Center,10344,10,Tenleytown-AU,5660,2.75,2.05,1.35,5.03,21.0
70,Mt Vernon Sq 7th St-Convention Center,10344,16,Twinbrook,3969,5.0,3.5,2.5,13.05,36.0
70,Mt Vernon Sq 7th St-Convention Center,10344,73,U Street/African-Amer Civil War Memorial/Cardozo,1418,2.1,1.7,1.05,0.87,3.0
70,Mt Vernon Sq 7th St-Convention Center,10344,25,Union Station,12872,2.1,1.7,1.05,1.3,11.0
70,Mt Vernon Sq 7th St-Convention Center,10344,94,Van Dorn Street,10352,4.55,3.5,2.25,11.31,34.0
70,Mt Vernon Sq 7th St-Convention Center,10344,9,Van Ness-UDC,4941,2.4,1.95,1.2,4.02,19.0
70,Mt Vernon Sq 7th St-Convention Center,10344,103,Vienna/Fairfax-GMU,11610,5.45,3.5,2.7,14.51,45.0
70,Mt Vernon Sq 7th St-Convention Center,10344,98,Virginia Square-GMU,12922,2.75,2.05,1.35,5.01,27.0
70,Mt Vernon Sq 7th St-Convention Center,10344,83,Waterfront,7376,2.1,1.7,1.05,2.19,8.0
70,Mt Vernon Sq 7th St-Convention Center,10344,101,West Falls Church-VT/UVA,14118,4.1,2.75,2.05,9.75,37.0
70,Mt Vernon Sq 7th St-Convention Center,10344,77,West Hyattsville,11886,2.85,2.05,1.4,5.34,14.0
70,Mt Vernon Sq 7th St-Convention Center,10344,33,Wheaton,4271,4.2,3.25,2.1,10.05,25.0
70,Mt Vernon Sq 7th St-Convention Center,10344,15,White Flint,22094,4.7,3.5,2.35,11.95,33.0
70,Mt Vernon Sq 7th St-Convention Center,10344,7,Woodley Park-Zoo/Adams Morgan,4905,2.1,1.7,1.05,2.72,15.0
72,Shaw-Howard U,308,92,Addison Road-Seat Pleasant,13107,3.75,2.75,1.85,8.42,37.0
72,Shaw-Howard U,308,85,Anacostia,6751,2.45,1.95,1.2,4.15,13.0
72,Shaw-Howard U,308,81,Archives-Navy Memorial-Penn Quarter,7477,2.1,1.7,1.05,1.4,5.0
72,Shaw-Howard U,308,42,Arlington Cemetery,12926,2.4,1.95,1.2,3.99,24.0
72,Shaw-Howard U,308,99,Ballston-MU,12631,3.0,2.05,1.5,5.89,30.0
72,Shaw-Howard U,308,90,Benning Road,4613,3.05,2.05,1.5,6.0,25.0
72,Shaw-Howard U,308,12,Bethesda,4387,3.45,2.7,1.7,7.47,27.0
72,Shaw-Howard U,308,47,Braddock Road,13986,3.65,2.75,1.8,8.14,22.0
72,Shaw-Howard U,308,89,Branch Ave,21110,4.05,2.75,2.0,9.64,26.0
72,Shaw-Howard U,308,27,Brookland-CUA,4710,2.2,1.8,1.1,3.35,16.0
72,Shaw-Howard U,308,91,Capitol Heights,1305,3.45,2.7,1.7,7.44,28.0
72,Shaw-Howard U,308,59,Capitol South,12900,2.1,1.7,1.05,2.12,17.0
72,Shaw-Howard U,308,66,Cheverly,999,3.4,2.7,1.7,7.27,29.0
72,Shaw-Howard U,308,97,Clarendon,12648,2.7,2.05,1.35,4.87,26.0
72,Shaw-Howard U,308,8,Cleveland Park,4912,2.25,1.8,1.1,3.49,18.0
72,Shaw-Howard U,308,79,College Park-U of MD,11733,3.6,2.75,1.8,7.9,19.0
72,Shaw-Howard U,308,75,Columbia Heights,25552,2.1,1.7,1.05,1.33,4.0
72,Shaw-Howard U,308,86,Congress Heights,4655,2.9,2.05,1.45,5.46,16.0
72,Shaw-Howard U,308,96,Court House,12488,2.55,2.0,1.25,4.36,24.0
72,Shaw-Howard U,308,45,Crystal City,9720,2.7,2.05,1.35,4.88,15.0
72,Shaw-Howard U,308,65,Deanwood,5030,3.1,2.05,1.55,6.19,27.0
72,Shaw-Howard U,308,102,Dunn Loring-Merrifield,11602,4.8,3.5,2.4,12.31,42.0
72,Shaw-Howard U,308,6,Dupont Circle,4956,2.1,1.7,1.05,1.91,14.0
72,Shaw-Howard U,308,100,East Falls Church,12282,3.65,2.75,1.8,8.2,35.0
72,Shaw-Howard U,308,60,Eastern Market,6479,2.1,1.7,1.05,2.91,19.0
72,Shaw-Howard U,308,49,Eisenhower Avenue,9880,4.0,2.75,2.0,9.41,25.0
72,Shaw-Howard U,308,4,Farragut North,5635,2.1,1.7,1.05,1.65,12.0
72,Shaw-Howard U,308,38,Farragut West,7932,2.1,1.7,1.05,1.6,19.0
72,Shaw-Howard U,308,58,Federal Center SW,7333,2.1,1.7,1.05,2.14,15.0
72,Shaw-Howard U,308,53,Federal Triangle,7671,2.1,1.7,1.05,1.52,16.0
72,Shaw-Howard U,308,40,Foggy Bottom-GWU,8040,2.1,1.7,1.05,2.09,19.0
72,Shaw-Howard U,308,32,Forest Glen,21029,3.6,2.75,1.8,7.97,21.0
72,Shaw-Howard U,308,28,Fort Totten,5305,2.2,1.8,1.1,3.35,10.0
72,Shaw-Howard U,308,95,Franconia-Springfield,14816,5.6,3.5,2.8,15.07,44.0
72,Shaw-Howard U,308,11,Friendship Heights,4364,3.0,2.05,1.5,5.85,24.0
72,Shaw-Howard U,308,21,Gallery Pl-Chinatown,7474,2.1,1.7,1.05,1.05,3.0
72,Shaw-Howard U,308,76,Georgia Ave-Petworth,25553,2.1,1.7,1.05,1.89,7.0
72,Shaw-Howard U,308,34,Glenmont,16051,4.55,3.5,2.25,11.31,27.0
72,Shaw-Howard U,308,80,Greenbelt,11731,4.25,3.3,2.1,10.26,22.0
72,Shaw-Howard U,308,14,Grosvenor-Strathmore,3542,4.35,3.4,2.15,10.61,32.0
72,Shaw-Howard U,308,50,Huntington,10776,4.15,2.75,2.05,9.93,27.0
72,Shaw-Howard U,308,23,Judiciary Square,12874,2.1,1.7,1.05,1.33,10.0
72,Shaw-Howard U,308,48,King St-Old Town,13995,3.8,2.75,1.9,8.77,24.0
72,Shaw-Howard U,308,82,L'Enfant Plaza,5017,2.1,1.7,1.05,1.97,7.0
72,Shaw-Howard U,308,67,Landover,2124,3.85,2.75,1.9,8.93,32.0
72,Shaw-Howard U,308,109,Largo Town Center,4697,4.5,3.5,2.25,11.11,43.0
72,Shaw-Howard U,308,36,McPherson Square,7812,2.1,1.7,1.05,1.28,16.0
72,Shaw-Howard U,308,13,Medical Center,2640,3.75,2.75,1.85,8.46,29.0
72,Shaw-Howard U,308,1,Metro Center,7588,2.1,1.7,1.05,2.43,10.0
72,Shaw-Howard U,308,64,Minnesota Ave,25426,2.9,2.05,1.45,5.49,25.0
72,Shaw-Howard U,308,110,Morgan Boulevard,4664,4.15,2.75,2.05,9.87,40.0
72,Shaw-Howard U,308,70,Mt Vernon Sq 7th St-Convention Center,10344,2.1,1.7,1.05,0.48,1.0
72,Shaw-Howard U,308,84,Navy Yard-Ballpark,5759,2.1,1.7,1.05,3.05,11.0
72,Shaw-Howard U,308,87,Naylor Road,7686,3.3,2.05,1.65,6.9,21.0
72,Shaw-Howard U,308,68,New Carrollton,2658,4.25,3.3,2.1,10.29,35.0
72,Shaw-Howard U,308,108,NoMa-Gallaudet,4567,2.1,1.7,1.05,1.93,13.0
72,Shaw-Howard U,308,43,Pentagon,12928,2.4,1.9,1.2,3.9,12.0
72,Shaw-Howard U,308,44,Pentagon City,12930,2.55,2.05,1.25,4.5,13.0
72,Shaw-Howard U,308,61,Potomac Ave,6553,2.25,1.8,1.1,3.48,21.0
72,Shaw-Howard U,308,78,Prince George's Plaza,3034,3.05,2.05,1.5,6.06,16.0
72,Shaw-Howard U,308,26,Rhode Island Ave-Brentwood,6671,2.1,1.7,1.05,2.67,14.0
72,Shaw-Howard U,308,17,Rockville,7993,5.6,3.5,2.8,15.06,40.0
72,Shaw-Howard U,308,93,Ronald Reagan Washington National Airport,9838,2.8,2.05,1.4,5.24,17.0
72,Shaw-Howard U,308,41,Rosslyn,11332,2.2,1.8,1.1,3.34,22.0
72,Shaw-Howard U,308,18,Shady Grove,9360,5.75,3.5,2.85,17.71,44.0
72,Shaw-Howard U,308,31,Silver Spring,20078,3.15,2.05,1.55,6.36,18.0
72,Shaw-Howard U,308,54,Smithsonian,12906,2.1,1.7,1.05,1.89,18.0
72,Shaw-Howard U,308,107,Southern Avenue,7681,3.15,2.05,1.55,6.28,18.0
72,Shaw-Howard U,308,63,Stadium-Armory,5110,2.35,1.9,1.15,3.87,22.0
72,Shaw-Howard U,308,88,Suitland,10142,3.65,2.75,1.8,8.17,23.0
72,Shaw-Howard U,308,29,Takoma,6963,2.75,2.05,1.35,5.03,15.0
72,Shaw-Howard U,308,10,Tenleytown-AU,5660,2.75,2.05,1.35,5.11,22.0
72,Shaw-Howard U,308,16,Twinbrook,3969,5.05,3.5,2.5,13.08,37.0
72,Shaw-Howard U,308,73,U Street/African-Amer Civil War Memorial/Cardozo,1418,2.1,1.7,1.05,0.43,2.0
72,Shaw-Howard U,308,25,Union Station,12872,2.1,1.7,1.05,1.72,12.0
72,Shaw-Howard U,308,94,Van Dorn Street,10352,4.65,3.5,2.3,11.74,41.0
72,Shaw-Howard U,308,9,Van Ness-UDC,4941,2.45,1.95,1.2,4.09,20.0
72,Shaw-Howard U,308,103,Vienna/Fairfax-GMU,11610,5.5,3.5,2.75,14.79,46.0
72,Shaw-Howard U,308,98,Virginia Square-GMU,12922,2.85,2.05,1.4,5.34,28.0
72,Shaw-Howard U,308,83,Waterfront,7376,2.1,1.7,1.05,2.67,9.0
72,Shaw-Howard U,308,101,West Falls Church-VT/UVA,14118,4.15,3.25,2.05,10.01,38.0
72,Shaw-Howard U,308,77,West Hyattsville,11886,2.7,2.05,1.35,4.92,13.0
72,Shaw-Howard U,308,33,Wheaton,4271,4.05,2.75,2.0,9.57,24.0
72,Shaw-Howard U,308,15,White Flint,22094,4.7,3.5,2.35,11.98,34.0
72,Shaw-Howard U,308,7,Woodley Park-Zoo/Adams Morgan,4905,2.1,1.7,1.05,2.84,16.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,92,Addison Road-Seat Pleasant,13107,3.85,2.75,1.9,8.84,39.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,85,Anacostia,6751,2.6,2.05,1.3,4.57,18.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,81,Archives-Navy Memorial-Penn Quarter,7477,2.1,1.7,1.05,1.78,7.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,42,Arlington Cemetery,12926,2.5,2.0,1.25,4.21,26.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,99,Ballston-MU,12631,3.05,2.05,1.5,6.04,32.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,90,Benning Road,4613,3.15,2.05,1.55,6.43,27.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,12,Bethesda,4387,3.45,2.75,1.7,7.52,29.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,47,Braddock Road,13986,3.75,2.75,1.85,8.47,24.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,89,Branch Ave,21110,4.2,3.25,2.1,10.1,31.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,27,Brookland-CUA,4710,2.25,1.8,1.1,3.41,14.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,91,Capitol Heights,1305,3.55,2.75,1.75,7.86,30.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,59,Capitol South,12900,2.1,1.7,1.05,2.94,19.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,66,Cheverly,999,3.5,2.75,1.75,7.66,31.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,97,Clarendon,12648,2.75,2.05,1.35,5.03,28.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,8,Cleveland Park,4912,2.25,1.85,1.1,3.53,20.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,79,College Park-U of MD,11733,3.5,2.75,1.75,7.7,17.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,75,Columbia Heights,25552,2.1,1.7,1.05,0.91,2.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,86,Congress Heights,4655,3.0,2.05,1.5,5.87,21.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,96,Court House,12488,2.6,2.05,1.3,4.52,26.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,45,Crystal City,9720,2.8,2.05,1.4,5.19,28.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,65,Deanwood,5030,3.2,2.05,1.6,6.6,29.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,102,Dunn Loring-Merrifield,11602,4.85,3.5,2.4,12.42,44.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,6,Dupont Circle,4956,2.1,1.7,1.05,2.05,16.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,100,East Falls Church,12282,3.7,2.75,1.85,8.33,37.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,60,Eastern Market,6479,2.2,1.8,1.1,3.34,21.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,49,Eisenhower Avenue,9880,4.1,2.75,2.05,9.72,27.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,4,Farragut North,5635,2.1,1.7,1.05,1.88,14.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,38,Farragut West,7932,2.1,1.7,1.05,1.83,21.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,58,Federal Center SW,7333,2.1,1.7,1.05,2.54,17.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,53,Federal Triangle,7671,2.1,1.7,1.05,1.86,18.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,40,Foggy Bottom-GWU,8040,2.1,1.7,1.05,2.28,21.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,32,Forest Glen,21029,3.5,2.75,1.75,7.58,19.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,28,Fort Totten,5305,2.1,1.7,1.05,3.06,8.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,95,Franconia-Springfield,14816,5.65,3.5,2.8,15.3,46.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,11,Friendship Heights,4364,3.0,2.05,1.5,5.89,26.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,21,Gallery Pl-Chinatown,7474,2.1,1.7,1.05,1.42,5.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,76,Georgia Ave-Petworth,25553,2.1,1.7,1.05,1.54,5.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,34,Glenmont,16051,4.4,3.45,2.2,10.91,25.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,80,Greenbelt,11731,4.2,3.25,2.1,10.03,20.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,14,Grosvenor-Strathmore,3542,4.35,3.4,2.15,10.67,34.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,50,Huntington,10776,4.25,3.3,2.1,10.23,29.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,23,Judiciary Square,12874,2.1,1.7,1.05,1.73,12.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,48,King St-Old Town,13995,3.9,2.75,1.95,9.09,26.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,82,L'Enfant Plaza,5017,2.1,1.7,1.05,2.35,9.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,67,Landover,2124,3.95,2.75,1.95,9.3,34.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,109,Largo Town Center,4697,4.6,3.5,2.3,11.55,45.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,36,McPherson Square,7812,2.1,1.7,1.05,1.56,18.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,13,Medical Center,2640,3.75,2.75,1.85,8.51,31.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,1,Metro Center,7588,2.1,1.7,1.05,1.55,12.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,64,Minnesota Ave,25426,3.0,2.05,1.5,5.91,27.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,110,Morgan Boulevard,4664,4.25,3.3,2.1,10.31,42.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,70,Mt Vernon Sq 7th St-Convention Center,10344,2.1,1.7,1.05,0.87,3.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,84,Navy Yard-Ballpark,5759,2.25,1.8,1.1,3.46,13.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,87,Naylor Road,7686,3.45,2.7,1.7,7.35,26.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,68,New Carrollton,2658,4.35,3.4,2.15,10.64,37.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,108,NoMa-Gallaudet,4567,2.1,1.7,1.05,2.38,15.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,43,Pentagon,12928,2.45,2.0,1.2,4.18,14.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,44,Pentagon City,12930,2.65,2.05,1.3,4.78,15.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,61,Potomac Ave,6553,2.4,1.9,1.2,3.92,23.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,78,Prince George's Plaza,3034,3.0,2.05,1.5,5.85,14.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,26,Rhode Island Ave-Brentwood,6671,2.1,1.7,1.05,3.03,16.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,17,Rockville,7993,5.6,3.5,2.8,15.12,42.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,93,Ronald Reagan Washington National Airport,9838,2.9,2.05,1.45,5.57,19.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,41,Rosslyn,11332,2.25,1.8,1.1,3.5,24.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,18,Shady Grove,9360,5.75,3.5,2.85,17.77,46.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,72,Shaw-Howard U,308,2.1,1.7,1.05,0.43,2.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,31,Silver Spring,20078,3.05,2.05,1.5,5.99,16.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,54,Smithsonian,12906,2.1,1.7,1.05,2.23,20.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,107,Southern Avenue,7681,3.25,2.05,1.6,6.71,23.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,63,Stadium-Armory,5110,2.5,2.0,1.25,4.31,24.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,88,Suitland,10142,3.8,2.75,1.9,8.62,28.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,29,Takoma,6963,2.65,2.05,1.3,4.68,13.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,10,Tenleytown-AU,5660,2.8,2.05,1.4,5.15,24.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,16,Twinbrook,3969,5.05,3.5,2.5,13.14,39.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,25,Union Station,12872,2.1,1.7,1.05,2.15,14.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,94,Van Dorn Street,10352,4.75,3.5,2.35,11.99,43.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,9,Van Ness-UDC,4941,2.45,1.95,1.2,4.13,22.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,103,Vienna/Fairfax-GMU,11610,5.55,3.5,2.75,14.9,48.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,98,Virginia Square-GMU,12922,2.9,2.05,1.45,5.5,30.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,83,Waterfront,7376,2.1,1.7,1.05,3.05,11.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,101,West Falls Church-VT/UVA,14118,4.2,3.25,2.1,10.11,40.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,77,West Hyattsville,11886,2.65,2.05,1.3,4.71,11.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,33,Wheaton,4271,3.95,2.75,1.95,9.19,22.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,15,White Flint,22094,4.75,3.5,2.35,12.04,36.0
73,U Street/African-Amer Civil War Memorial/Cardozo,1418,7,Woodley Park-Zoo/Adams Morgan,4905,2.1,1.7,1.05,2.89,18.0
75,Columbia Heights,25552,92,Addison Road-Seat Pleasant,13107,4.05,2.75,2.0,9.52,41.0
75,Columbia Heights,25552,85,Anacostia,6751,2.9,2.05,1.45,5.49,20.0
75,Columbia Heights,25552,81,Archives-Navy Memorial-Penn Quarter,7477,2.1,1.7,1.05,2.7,9.0
75,Columbia Heights,25552,42,Arlington Cemetery,12926,2.7,2.05,1.35,4.94,28.0
75,Columbia Heights,25552,99,Ballston-MU,12631,3.2,2.05,1.6,6.55,34.0
75,Columbia Heights,25552,90,Benning Road,4613,3.4,2.65,1.7,7.21,29.0
75,Columbia Heights,25552,12,Bethesda,4387,3.5,2.75,1.75,7.56,31.0
75,Columbia Heights,25552,47,Braddock Road,13986,4.0,2.75,2.0,9.33,26.0
75,Columbia Heights,25552,89,Branch Ave,21110,4.45,3.45,2.2,10.95,33.0
75,Columbia Heights,25552,27,Brookland-CUA,4710,2.1,1.7,1.05,2.96,12.0
75,Columbia Heights,25552,91,Capitol Heights,1305,3.75,2.75,1.85,8.57,32.0
75,Columbia Heights,25552,59,Capitol South,12900,2.35,1.9,1.15,3.83,21.0
75,Columbia Heights,25552,66,Cheverly,999,3.7,2.75,1.85,8.31,33.0
75,Columbia Heights,25552,97,Clarendon,12648,2.95,2.05,1.45,5.63,30.0
75,Columbia Heights,25552,8,Cleveland Park,4912,2.3,1.85,1.15,3.66,22.0
75,Columbia Heights,25552,79,College Park-U of MD,11733,3.35,2.65,1.65,7.11,15.0
75,Columbia Heights,25552,86,Congress Heights,4655,3.25,2.05,1.6,6.77,23.0
75,Columbia Heights,25552,96,Court House,12488,2.75,2.05,1.35,5.04,28.0
75,Columbia Heights,25552,45,Crystal City,9720,3.05,2.05,1.5,6.02,30.0
75,Columbia Heights,25552,65,Deanwood,5030,3.4,2.7,1.7,7.27,31.0
75,Columbia Heights,25552,102,Dunn Loring-Merrifield,11602,4.95,3.5,2.45,12.85,46.0
75,Columbia Heights,25552,6,Dupont Circle,4956,2.1,1.7,1.05,2.77,18.0
75,Columbia Heights,25552,100,East Falls Church,12282,3.8,2.75,1.9,8.75,39.0
75,Columbia Heights,25552,60,Eastern Market,6479,2.5,2.0,1.25,4.25,23.0
75,Columbia Heights,25552,49,Eisenhower Avenue,9880,4.3,3.35,2.15,10.55,29.0
75,Columbia Heights,25552,4,Farragut North,5635,2.1,1.7,1.05,2.69,16.0
75,Columbia Heights,25552,38,Farragut West,7932,2.1,1.7,1.05,2.63,23.0
75,Columbia Heights,25552,58,Federal Center SW,7333,2.25,1.8,1.1,3.45,19.0
75,Columbia Heights,25552,53,Federal Triangle,7671,2.1,1.7,1.05,2.76,20.0
75,Columbia Heights,25552,40,Foggy Bottom-GWU,8040,2.1,1.7,1.05,3.01,23.0
75,Columbia Heights,25552,32,Forest Glen,21029,3.25,2.05,1.6,6.73,17.0
75,Columbia Heights,25552,28,Fort Totten,5305,2.1,1.7,1.05,2.36,6.0
75,Columbia Heights,25552,95,Franconia-Springfield,14816,5.75,3.5,2.85,16.05,48.0
75,Columbia Heights,25552,11,Friendship Heights,4364,3.05,2.05,1.5,5.98,28.0
75,Columbia Heights,25552,21,Gallery Pl-Chinatown,7474,2.1,1.7,1.05,2.36,7.0
75,Columbia Heights,25552,76,Georgia Ave-Petworth,25553,2.1,1.7,1.05,0.75,3.0
75,Columbia Heights,25552,34,Glenmont,16051,4.15,3.25,2.05,10.01,23.0
75,Columbia Heights,25552,80,Greenbelt,11731,4.0,2.75,2.0,9.47,18.0
75,Columbia Heights,25552,14,Grosvenor-Strathmore,3542,4.3,3.35,2.15,10.52,36.0
75,Columbia Heights,25552,50,Huntington,10776,4.5,3.5,2.25,11.14,31.0
75,Columbia Heights,25552,23,Judiciary Square,12874,2.1,1.7,1.05,2.66,14.0
75,Columbia Heights,25552,48,King St-Old Town,13995,4.15,2.75,2.05,9.95,28.0
75,Columbia Heights,25552,82,L'Enfant Plaza,5017,2.2,1.75,1.1,3.25,11.0
