from_web_code,from_web_name,from_stop_id,to_web_code,to_web_name,to_stop_id,peak_fare,low_fare,senior_fare,dist,time
29,Takoma,6963,36,McPherson Square,7812,3.15,2.05,1.55,6.44,21.0
29,Takoma,6963,13,Medical Center,2640,4.2,3.25,2.1,10.09,34.0
29,Takoma,6963,1,Metro Center,7588,3.15,2.05,1.55,6.29,15.0
29,Takoma,6963,64,Minnesota Ave,25426,4.05,2.75,2.0,9.61,37.0
29,Takoma,6963,110,Morgan Boulevard,4664,5.15,3.5,2.55,13.52,46.0
29,Takoma,6963,70,Mt Vernon Sq 7th St-Convention Center,10344,2.9,2.05,1.45,5.51,16.0
29,Takoma,6963,84,Navy Yard-Ballpark,5759,3.65,2.75,1.8,8.08,28.0
29,Takoma,6963,87,Naylor Road,7686,4.65,3.5,2.3,11.64,38.0
29,Takoma,6963,68,New Carrollton,2658,5.0,3.5,2.5,13.05,47.0
29,Takoma,6963,108,NoMa-Gallaudet,4567,2.75,2.05,1.35,5.02,10.0
29,Takoma,6963,43,Pentagon,12928,3.85,2.75,1.9,8.88,28.0
29,Takoma,6963,44,Pentagon City,12930,4.0,2.75,2.0,9.47,29.0
29,Takoma,6963,61,Potomac Ave,6553,3.7,2.75,1.85,8.32,33.0
29,Takoma,6963,78,Prince George's Plaza,3034,2.5,2.0,1.25,4.28,12.0
29,Takoma,6963,26,Rhode Island Ave-Brentwood,6671,2.45,1.95,1.2,4.06,8.0
29,Takoma,6963,17,Rockville,7993,5.75,3.5,2.85,16.29,45.0
29,Takoma,6963,93,Ronald Reagan Washington National Airport,9838,4.25,3.3,2.1,10.3,33.0
29,Takoma,6963,41,Rosslyn,11332,3.6,2.75,1.8,8.06,27.0
29,Takoma,6963,18,Shady Grove,9360,5.75,3.5,2.85,18.89,49.0
29,Takoma,6963,72,Shaw-Howard U,308,2.75,2.05,1.35,5.03,15.0
29,Takoma,6963,31,Silver Spring,20078,2.1,1.7,1.05,1.42,3.0
29,Takoma,6963,54,Smithsonian,12906,3.3,2.05,1.65,6.97,23.0
29,Takoma,6963,107,Southern Avenue,7681,4.5,3.5,2.25,11.17,35.0
29,Takoma,6963,63,Stadium-Armory,5110,3.75,2.75,1.85,8.55,34.0
29,Takoma,6963,88,Suitland,10142,4.95,3.5,2.45,12.77,40.0
29,Takoma,6963,10,Tenleytown-AU,5660,3.6,2.75,1.8,7.97,27.0
29,Takoma,6963,16,Twinbrook,3969,5.35,3.5,2.65,14.29,42.0
29,Takoma,6963,73,U Street/African-Amer Civil War Memorial/Cardozo,1418,2.65,2.05,1.3,4.68,13.0
29,Takoma,6963,25,Union Station,12872,2.95,2.05,1.45,5.67,11.0
29,Takoma,6963,94,Van Dorn Street,10352,5.75,3.5,2.85,16.57,52.0
29,Takoma,6963,9,Van Ness-UDC,4941,3.35,2.65,1.65,7.16,25.0
29,Takoma,6963,103,Vienna/Fairfax-GMU,11610,5.75,3.5,2.85,18.64,51.0
29,Takoma,6963,98,Virginia Square-GMU,12922,4.15,2.75,2.05,9.92,33.0
29,Takoma,6963,83,Waterfront,7376,3.55,2.75,1.75,7.75,26.0
29,Takoma,6963,101,West Falls Church-VT/UVA,14118,5.25,3.5,2.6,13.84,43.0
29,Takoma,6963,77,West Hyattsville,11886,2.25,1.8,1.1,3.43,9.0
29,Takoma,6963,33,Wheaton,4271,2.6,2.05,1.3,4.65,10.0
29,Takoma,6963,15,White Flint,22094,5.05,3.5,2.5,13.22,39.0
29,Takoma,6963,7,Woodley Park-Zoo/Adams Morgan,4905,3.25,2.05,1.6,6.81,21.0
31,Silver Spring,20078,92,Addison Road-Seat Pleasant,13107,5.2,3.5,2.6,13.72,46.0
31,Silver Spring,20078,85,Anacostia,6751,4.3,3.35,2.15,10.52,33.0
31,Silver Spring,20078,81,Archives-Navy Memorial-Penn Quarter,7477,3.55,2.75,1.75,7.82,24.0
31,Silver Spring,20078,42,Arlington Cemetery,12926,4.15,2.75,2.05,9.99,32.0
31,Silver Spring,20078,99,Ballston-MU,12631,4.55,3.5,2.25,11.41,38.0
31,Silver Spring,20078,90,Benning Road,4613,4.6,3.5,2.3,11.6,40.0
31,Silver Spring,20078,12,Bethesda,4387,4.1,2.75,2.05,9.74,35.0
31,Silver Spring,20078,47,Braddock Road,13986,5.4,3.5,2.7,14.47,41.0
31,Silver Spring,20078,89,Branch Ave,21110,5.75,3.5,2.85,15.73,46.0
31,Silver Spring,20078,27,Brookland-CUA,4710,2.6,2.05,1.3,4.65,9.0
31,Silver Spring,20078,91,Capitol Heights,1305,4.95,3.5,2.45,12.83,43.0
31,Silver Spring,20078,59,Capitol South,12900,3.85,2.75,1.9,8.89,32.0
31,Silver Spring,20078,66,Cheverly,999,4.75,3.5,2.35,12.14,44.0
31,Silver Spring,20078,97,Clarendon,12648,4.3,3.35,2.15,10.54,34.0
31,Silver Spring,20078,8,Cleveland Park,4912,3.6,2.75,1.8,8.06,26.0
31,Silver Spring,20078,79,College Park-U of MD,11733,3.35,2.65,1.65,7.09,18.0
31,Silver Spring,20078,75,Columbia Heights,25552,2.8,2.05,1.4,5.14,14.0
31,Silver Spring,20078,86,Congress Heights,4655,4.7,3.5,2.35,11.86,36.0
31,Silver Spring,20078,96,Court House,12488,4.2,3.25,2.1,10.08,32.0
31,Silver Spring,20078,45,Crystal City,9720,4.5,3.5,2.25,11.17,34.0
31,Silver Spring,20078,65,Deanwood,5030,4.55,3.5,2.25,11.41,42.0
31,Silver Spring,20078,102,Dunn Loring-Merrifield,11602,5.75,3.5,2.85,16.96,50.0
31,Silver Spring,20078,6,Dupont Circle,4956,3.55,2.75,1.75,7.86,22.0
31,Silver Spring,20078,100,East Falls Church,12282,5.1,3.5,2.55,13.25,43.0
31,Silver Spring,20078,60,Eastern Market,6479,3.95,2.75,1.95,9.21,34.0
31,Silver Spring,20078,49,Eisenhower Avenue,9880,5.75,3.5,2.85,15.68,45.0
31,Silver Spring,20078,4,Farragut North,5635,3.55,2.75,1.75,7.83,20.0
31,Silver Spring,20078,38,Farragut West,7932,3.6,2.75,1.8,7.92,25.0
31,Silver Spring,20078,58,Federal Center SW,7333,3.75,2.75,1.85,8.56,30.0
31,Silver Spring,20078,53,Federal Triangle,7671,3.6,2.75,1.8,7.9,24.0
31,Silver Spring,20078,40,Foggy Bottom-GWU,8040,3.7,2.75,1.85,8.24,27.0
31,Silver Spring,20078,32,Forest Glen,21029,2.1,1.7,1.05,1.64,3.0
31,Silver Spring,20078,28,Fort Totten,5305,2.2,1.75,1.1,3.31,6.0
31,Silver Spring,20078,95,Franconia-Springfield,14816,5.75,3.5,2.85,20.99,58.0
31,Silver Spring,20078,11,Friendship Heights,4364,3.9,2.75,1.95,9.03,32.0
31,Silver Spring,20078,21,Gallery Pl-Chinatown,7474,3.45,2.7,1.7,7.46,17.0
31,Silver Spring,20078,76,Georgia Ave-Petworth,25553,2.6,2.05,1.3,4.51,11.0
31,Silver Spring,20078,34,Glenmont,16051,2.7,2.05,1.35,4.93,10.0
31,Silver Spring,20078,80,Greenbelt,11731,3.85,2.75,1.9,8.79,21.0
31,Silver Spring,20078,14,Grosvenor-Strathmore,3542,4.75,3.5,2.35,11.99,40.0
31,Silver Spring,20078,50,Huntington,10776,5.75,3.5,2.85,16.19,46.0
31,Silver Spring,20078,23,Judiciary Square,12874,3.45,2.7,1.7,7.36,16.0
31,Silver Spring,20078,48,King St-Old Town,13995,5.6,3.5,2.8,15.08,43.0
31,Silver Spring,20078,82,L'Enfant Plaza,5017,3.7,2.75,1.85,8.39,27.0
31,Silver Spring,20078,67,Landover,2124,5.1,3.5,2.55,13.29,47.0
31,Silver Spring,20078,109,Largo Town Center,4697,5.75,3.5,2.85,15.94,52.0
31,Silver Spring,20078,36,McPherson Square,7812,3.55,2.75,1.75,7.72,24.0
31,Silver Spring,20078,13,Medical Center,2640,4.25,3.3,2.1,10.32,37.0
31,Silver Spring,20078,1,Metro Center,7588,3.5,2.75,1.75,7.6,18.0
31,Silver Spring,20078,64,Minnesota Ave,25426,4.45,3.45,2.2,11.03,40.0
31,Silver Spring,20078,110,Morgan Boulevard,4664,5.55,3.5,2.75,14.9,49.0
31,Silver Spring,20078,70,Mt Vernon Sq 7th St-Convention Center,10344,3.3,2.05,1.65,6.84,19.0
31,Silver Spring,20078,84,Navy Yard-Ballpark,5759,4.0,2.75,2.0,9.44,31.0
31,Silver Spring,20078,87,Naylor Road,7686,5.05,3.5,2.5,13.1,41.0
31,Silver Spring,20078,68,New Carrollton,2658,5.35,3.5,2.65,14.28,50.0
31,Silver Spring,20078,108,NoMa-Gallaudet,4567,3.15,2.05,1.55,6.42,13.0
31,Silver Spring,20078,43,Pentagon,12928,4.2,3.3,2.1,10.12,31.0
31,Silver Spring,20078,44,Pentagon City,12930,4.35,3.4,2.15,10.7,32.0
31,Silver Spring,20078,61,Potomac Ave,6553,4.1,2.75,2.05,9.71,36.0
31,Silver Spring,20078,78,Prince George's Plaza,3034,2.9,2.05,1.45,5.53,15.0
31,Silver Spring,20078,26,Rhode Island Ave-Brentwood,6671,2.9,2.05,1.45,5.46,11.0
31,Silver Spring,20078,17,Rockville,7993,5.75,3.5,2.85,16.32,48.0
31,Silver Spring,20078,93,Ronald Reagan Washington National Airport,9838,4.6,3.5,2.3,11.58,36.0
31,Silver Spring,20078,41,Rosslyn,11332,3.95,2.75,1.95,9.2,30.0
31,Silver Spring,20078,18,Shady Grove,9360,5.75,3.5,2.85,18.9,52.0
31,Silver Spring,20078,72,Shaw-Howard U,308,3.15,2.05,1.55,6.36,18.0
31,Silver Spring,20078,54,Smithsonian,12906,3.7,2.75,1.85,8.28,26.0
31,Silver Spring,20078,107,Southern Avenue,7681,4.9,3.5,2.45,12.61,38.0
31,Silver Spring,20078,63,Stadium-Armory,5110,4.15,2.75,2.05,9.96,37.0
31,Silver Spring,20078,88,Suitland,10142,5.35,3.5,2.65,14.23,43.0
31,Silver Spring,20078,29,Takoma,6963,2.1,1.7,1.05,1.42,3.0
31,Silver Spring,20078,10,Tenleytown-AU,5660,3.85,2.75,1.9,8.8,30.0
31,Silver Spring,20078,16,Twinbrook,3969,5.35,3.5,2.65,14.31,45.0
31,Silver Spring,20078,73,U Street/African-Amer Civil War Memorial/Cardozo,1418,3.05,2.05,1.5,5.99,16.0
31,Silver Spring,20078,25,Union Station,12872,3.35,2.65,1.65,7.03,14.0
31,Silver Spring,20078,94,Van Dorn Street,10352,5.75,3.5,2.85,17.7,55.0
31,Silver Spring,20078,9,Van Ness-UDC,4941,3.65,2.75,1.8,8.16,28.0
31,Silver Spring,20078,103,Vienna/Fairfax-GMU,11610,5.75,3.5,2.85,19.34,54.0
31,Silver Spring,20078,98,Virginia Square-GMU,12922,4.45,3.45,2.2,10.97,36.0
31,Silver Spring,20078,83,Waterfront,7376,3.9,2.75,1.95,9.09,29.0
31,Silver Spring,20078,101,West Falls Church-VT/UVA,14118,5.45,3.5,2.7,14.59,46.0
31,Silver Spring,20078,77,West Hyattsville,11886,2.65,2.05,1.3,4.77,12.0
31,Silver Spring,20078,33,Wheaton,4271,2.2,1.75,1.1,3.24,7.0
31,Silver Spring,20078,15,White Flint,22094,5.1,3.5,2.55,13.26,42.0
31,Silver Spring,20078,7,Woodley Park-Zoo/Adams Morgan,4905,3.6,2.75,1.8,7.97,24.0
32,Forest Glen,21029,92,Addison Road-Seat Pleasant,13107,5.65,3.5,2.8,15.3,49.0
32,Forest Glen,21029,85,Anacostia,6751,4.75,3.5,2.35,12.15,36.0
32,Forest Glen,21029,81,Archives-Navy Memorial-Penn Quarter,7477,4.0,2.75,2.0,9.42,27.0
32,Forest Glen,21029,42,Arlington Cemetery,12926,4.6,3.5,2.3,11.5,35.0
32,Forest Glen,21029,99,Ballston-MU,12631,4.95,3.5,2.45,12.77,41.0
32,Forest Glen,21029,90,Benning Road,4613,5.05,3.5,2.5,13.22,43.0
32,Forest Glen,21029,12,Bethesda,4387,4.35,3.4,2.15,10.62,38.0
32,Forest Glen,21029,47,Braddock Road,13986,5.75,3.5,2.85,16.02,44.0
32,Forest Glen,21029,89,Branch Ave,21110,5.75,3.5,2.85,17.37,49.0
32,Forest Glen,21029,27,Brookland-CUA,4710,3.15,2.05,1.55,6.29,12.0
32,Forest Glen,21029,91,Capitol Heights,1305,5.4,3.5,2.7,14.43,46.0
32,Forest Glen,21029,59,Capitol South,12900,4.3,3.35,2.15,10.51,35.0
32,Forest Glen,21029,66,Cheverly,999,5.2,3.5,2.6,13.71,47.0
32,Forest Glen,21029,97,Clarendon,12648,4.7,3.5,2.35,11.95,37.0
32,Forest Glen,21029,8,Cleveland Park,4912,4.05,2.75,2.0,9.53,29.0
32,Forest Glen,21029,79,College Park-U of MD,11733,3.75,2.75,1.85,8.44,21.0
32,Forest Glen,21029,75,Columbia Heights,25552,3.25,2.05,1.6,6.73,17.0
32,Forest Glen,21029,86,Congress Heights,4655,5.15,3.5,2.55,13.48,39.0
32,Forest Glen,21029,96,Court House,12488,4.6,3.5,2.3,11.51,35.0
32,Forest Glen,21029,45,Crystal City,9720,4.95,3.5,2.45,12.72,37.0
32,Forest Glen,21029,65,Deanwood,5030,5.0,3.5,2.5,13.01,45.0
32,Forest Glen,21029,102,Dunn Loring-Merrifield,11602,5.75,3.5,2.85,18.02,53.0
32,Forest Glen,21029,6,Dupont Circle,4956,4.0,2.75,2.0,9.42,25.0
32,Forest Glen,21029,100,East Falls Church,12282,5.4,3.5,2.7,14.47,46.0
32,Forest Glen,21029,60,Eastern Market,6479,4.4,3.45,2.2,10.84,37.0
32,Forest Glen,21029,49,Eisenhower Avenue,9880,5.75,3.5,2.85,17.21,48.0
32,Forest Glen,21029,4,Farragut North,5635,4.0,2.75,2.0,9.4,23.0
32,Forest Glen,21029,38,Farragut West,7932,4.05,2.75,2.0,9.49,28.0
32,Forest Glen,21029,58,Federal Center SW,7333,4.2,3.3,2.1,10.17,33.0
32,Forest Glen,21029,53,Federal Triangle,7671,4.05,2.75,2.0,9.49,27.0
32,Forest Glen,21029,40,Foggy Bottom-GWU,8040,4.1,2.75,2.05,9.78,30.0
32,Forest Glen,21029,28,Fort Totten,5305,2.7,2.05,1.35,4.94,9.0
32,Forest Glen,21029,95,Franconia-Springfield,14816,5.75,3.5,2.85,22.39,61.0
32,Forest Glen,21029,11,Friendship Heights,4364,4.25,3.3,2.1,10.23,35.0
32,Forest Glen,21029,21,Gallery Pl-Chinatown,7474,3.9,2.75,1.95,9.07,20.0
32,Forest Glen,21029,76,Georgia Ave-Petworth,25553,3.1,2.05,1.55,6.12,14.0
32,Forest Glen,21029,34,Glenmont,16051,2.2,1.75,1.1,3.29,7.0
32,Forest Glen,21029,80,Greenbelt,11731,4.15,2.75,2.05,9.88,24.0
32,Forest Glen,21029,14,Grosvenor-Strathmore,3542,4.8,3.5,2.4,12.23,43.0
32,Forest Glen,21029,50,Huntington,10776,5.75,3.5,2.85,17.71,49.0
32,Forest Glen,21029,23,Judiciary Square,12874,3.9,2.75,1.95,8.97,19.0
32,Forest Glen,21029,48,King St-Old Town,13995,5.75,3.5,2.85,16.62,46.0
32,Forest Glen,21029,82,L'Enfant Plaza,5017,4.15,2.75,2.05,9.99,30.0
32,Forest Glen,21029,67,Landover,2124,5.5,3.5,2.75,14.78,50.0
32,Forest Glen,21029,109,Largo Town Center,4697,5.75,3.5,2.85,17.46,55.0
32,Forest Glen,21029,36,McPherson Square,7812,3.95,2.75,1.95,9.3,27.0
32,Forest Glen,21029,13,Medical Center,2640,4.45,3.45,2.2,10.95,40.0
32,Forest Glen,21029,1,Metro Center,7588,3.95,2.75,1.95,9.19,21.0
32,Forest Glen,21029,64,Minnesota Ave,25426,4.9,3.5,2.45,12.64,43.0
32,Forest Glen,21029,110,Morgan Boulevard,4664,5.75,3.5,2.85,16.46,52.0
32,Forest Glen,21029,70,Mt Vernon Sq 7th St-Convention Center,10344,3.75,2.75,1.85,8.44,22.0
32,Forest Glen,21029,84,Navy Yard-Ballpark,5759,4.45,3.45,2.2,11.06,34.0
32,Forest Glen,21029,87,Naylor Road,7686,5.5,3.5,2.75,14.75,44.0
32,Forest Glen,21029,68,New Carrollton,2658,5.75,3.5,2.85,15.7,53.0
32,Forest Glen,21029,108,NoMa-Gallaudet,4567,3.65,2.75,1.8,8.07,16.0
32,Forest Glen,21029,43,Pentagon,12928,4.65,3.5,2.3,11.66,34.0
32,Forest Glen,21029,44,Pentagon City,12930,4.8,3.5,2.4,12.23,35.0
32,Forest Glen,21029,61,Potomac Ave,6553,4.55,3.5,2.25,11.35,39.0
32,Forest Glen,21029,78,Prince George's Plaza,3034,3.35,2.65,1.65,7.02,18.0
32,Forest Glen,21029,26,Rhode Island Ave-Brentwood,6671,3.35,2.65,1.65,7.09,14.0
32,Forest Glen,21029,17,Rockville,7993,5.75,3.5,2.85,16.43,51.0
32,Forest Glen,21029,93,Ronald Reagan Washington National Airport,9838,5.05,3.5,2.5,13.14,39.0
32,Forest Glen,21029,41,Rosslyn,11332,4.35,3.4,2.15,10.68,33.0
32,Forest Glen,21029,18,Shady Grove,9360,5.75,3.5,2.85,18.99,55.0
32,Forest Glen,21029,72,Shaw-Howard U,308,3.6,2.75,1.8,7.97,21.0
32,Forest Glen,21029,31,Silver Spring,20078,2.1,1.7,1.05,1.64,3.0
32,Forest Glen,21029,54,Smithsonian,12906,4.15,2.75,2.05,9.87,29.0
32,Forest Glen,21029,107,Southern Avenue,7681,5.35,3.5,2.65,14.24,41.0
32,Forest Glen,21029,63,Stadium-Armory,5110,4.6,3.5,2.3,11.6,40.0
32,Forest Glen,21029,88,Suitland,10142,5.75,3.5,2.85,15.87,46.0
32,Forest Glen,21029,29,Takoma,6963,2.1,1.7,1.05,3.05,6.0
32,Forest Glen,21029,10,Tenleytown-AU,5660,4.2,3.25,2.1,10.1,33.0
32,Forest Glen,21029,16,Twinbrook,3969,5.4,3.5,2.7,14.44,48.0
32,Forest Glen,21029,73,U Street/African-Amer Civil War Memorial/Cardozo,1418,3.5,2.75,1.75,7.58,19.0
32,Forest Glen,21029,25,Union Station,12872,3.8,2.75,1.9,8.66,17.0
32,Forest Glen,21029,94,Van Dorn Street,10352,5.75,3.5,2.85,19.13,58.0
32,Forest Glen,21029,9,Van Ness-UDC,4941,4.05,2.75,2.0,9.59,31.0
32,Forest Glen,21029,103,Vienna/Fairfax-GMU,11610,5.75,3.5,2.85,20.34,57.0
32,Forest Glen,21029,98,Virginia Square-GMU,12922,4.85,3.5,2.4,12.36,39.0
32,Forest Glen,21029,83,Waterfront,7376,4.35,3.4,2.15,10.69,32.0
32,Forest Glen,21029,101,West Falls Church-VT/UVA,14118,5.75,3.5,2.85,15.67,49.0
32,Forest Glen,21029,77,West Hyattsville,11886,3.15,2.05,1.55,6.34,21.0
32,Forest Glen,21029,33,Wheaton,4271,2.1,1.7,1.05,1.61,4.0
32,Forest Glen,21029,15,White Flint,22094,5.15,3.5,2.55,13.42,45.0
32,Forest Glen,21029,7,Woodley Park-Zoo/Adams Morgan,4905,4.0,2.75,2.0,9.48,27.0
33,Wheaton,4271,92,Addison Road-Seat Pleasant,13107,5.75,3.5,2.85,16.83,53.0
33,Wheaton,4271,85,Anacostia,6751,5.2,3.5,2.6,13.76,40.0
33,Wheaton,4271,81,Archives-Navy Memorial-Penn Quarter,7477,4.45,3.45,2.2,11.02,31.0
33,Wheaton,4271,42,Arlington Cemetery,12926,5.05,3.5,2.5,13.07,39.0
33,Wheaton,4271,99,Ballston-MU,12631,5.35,3.5,2.65,14.24,45.0
33,Wheaton,4271,90,Benning Road,4613,5.5,3.5,2.75,14.79,47.0
33,Wheaton,4271,12,Bethesda,4387,4.7,3.5,2.35,11.88,42.0
33,Wheaton,4271,47,Braddock Road,13986,5.75,3.5,2.85,17.6,48.0
33,Wheaton,4271,89,Branch Ave,21110,5.75,3.5,2.85,19.01,53.0
33,Wheaton,4271,27,Brookland-CUA,4710,3.6,2.75,1.8,7.89,16.0
33,Wheaton,4271,91,Capitol Heights,1305,5.75,3.5,2.85,15.97,50.0
33,Wheaton,4271,59,Capitol South,12900,4.75,3.5,2.35,12.12,39.0
33,Wheaton,4271,66,Cheverly,999,5.65,3.5,2.8,15.22,51.0
33,Wheaton,4271,97,Clarendon,12648,5.15,3.5,2.55,13.45,41.0
33,Wheaton,4271,8,Cleveland Park,4912,4.45,3.5,2.2,11.09,33.0
33,Wheaton,4271,79,College Park-U of MD,11733,4.1,2.75,2.05,9.77,25.0
33,Wheaton,4271,75,Columbia Heights,25552,3.7,2.75,1.85,8.38,20.0
33,Wheaton,4271,86,Congress Heights,4655,5.6,3.5,2.8,15.14,43.0
33,Wheaton,4271,96,Court House,12488,5.0,3.5,2.5,13.03,39.0
33,Wheaton,4271,45,Crystal City,9720,5.35,3.5,2.65,14.3,41.0
33,Wheaton,4271,65,Deanwood,5030,5.45,3.5,2.7,14.56,49.0
33,Wheaton,4271,102,Dunn Loring-Merrifield,11602,5.75,3.5,2.85,19.24,57.0
33,Wheaton,4271,6,Dupont Circle,4956,4.45,3.45,2.2,11.0,29.0
33,Wheaton,4271,100,East Falls Church,12282,5.75,3.5,2.85,15.83,50.0
33,Wheaton,4271,60,Eastern Market,6479,4.85,3.5,2.4,12.45,41.0
33,Wheaton,4271,49,Eisenhower Avenue,9880,5.75,3.5,2.85,18.77,52.0
33,Wheaton,4271,4,Farragut North,5635,4.45,3.45,2.2,10.99,27.0
33,Wheaton,4271,38,Farragut West,7932,4.45,3.5,2.2,11.08,32.0
33,Wheaton,4271,58,Federal Center SW,7333,4.65,3.5,2.3,11.77,37.0
33,Wheaton,4271,53,Federal Triangle,7671,4.45,3.5,2.2,11.09,31.0
33,Wheaton,4271,40,Foggy Bottom-GWU,8040,4.55,3.5,2.25,11.36,34.0
33,Wheaton,4271,32,Forest Glen,21029,2.1,1.7,1.05,1.61,4.0
33,Wheaton,4271,28,Fort Totten,5305,3.2,2.05,1.6,6.53,13.0
33,Wheaton,4271,95,Franconia-Springfield,14816,5.75,3.5,2.85,23.91,64.0
33,Wheaton,4271,11,Friendship Heights,4364,4.65,3.5,2.3,11.66,39.0
33,Wheaton,4271,21,Gallery Pl-Chinatown,7474,4.35,3.4,2.15,10.67,24.0
33,Wheaton,4271,76,Georgia Ave-Petworth,25553,3.55,2.75,1.75,7.78,17.0
33,Wheaton,4271,34,Glenmont,16051,2.1,1.7,1.05,1.64,3.0
33,Wheaton,4271,80,Greenbelt,11731,4.45,3.45,2.2,10.99,28.0
33,Wheaton,4271,14,Grosvenor-Strathmore,3542,4.95,3.5,2.45,12.79,47.0
33,Wheaton,4271,50,Huntington,10776,5.75,3.5,2.85,19.27,53.0
33,Wheaton,4271,23,Judiciary Square,12874,4.35,3.35,2.15,10.58,23.0
33,Wheaton,4271,48,King St-Old Town,13995,5.75,3.5,2.85,18.19,50.0
33,Wheaton,4271,82,L'Enfant Plaza,5017,4.6,3.5,2.3,11.59,34.0
33,Wheaton,4271,67,Landover,2124,5.75,3.5,2.85,16.21,54.0
33,Wheaton,4271,109,Largo Town Center,4697,5.75,3.5,2.85,18.94,59.0
33,Wheaton,4271,36,McPherson Square,7812,4.4,3.45,2.2,10.9,31.0
33,Wheaton,4271,13,Medical Center,2640,4.75,3.5,2.35,12.04,44.0
33,Wheaton,4271,1,Metro Center,7588,4.4,3.4,2.2,10.79,25.0
33,Wheaton,4271,64,Minnesota Ave,25426,5.35,3.5,2.65,14.21,47.0
33,Wheaton,4271,110,Morgan Boulevard,4664,5.75,3.5,2.85,17.97,56.0
33,Wheaton,4271,70,Mt Vernon Sq 7th St-Convention Center,10344,4.2,3.25,2.1,10.05,25.0
33,Wheaton,4271,84,Navy Yard-Ballpark,5759,4.9,3.5,2.45,12.67,38.0
33,Wheaton,4271,87,Naylor Road,7686,5.75,3.5,2.85,16.4,48.0
33,Wheaton,4271,68,New Carrollton,2658,5.75,3.5,2.85,17.43,57.0
33,Wheaton,4271,108,NoMa-Gallaudet,4567,4.1,2.75,2.05,9.7,20.0
33,Wheaton,4271,43,Pentagon,12928,5.05,3.5,2.5,13.23,38.0
33,Wheaton,4271,44,Pentagon City,12930,5.25,3.5,2.6,13.8,39.0
33,Wheaton,4271,61,Potomac Ave,6553,5.0,3.5,2.5,12.95,43.0
33,Wheaton,4271,78,Prince George's Plaza,3034,3.75,2.75,1.85,8.48,22.0
33,Wheaton,4271,26,Rhode Island Ave-Brentwood,6671,3.8,2.75,1.9,8.7,18.0
33,Wheaton,4271,17,Rockville,7993,5.75,3.5,2.85,16.61,55.0
33,Wheaton,4271,93,Ronald Reagan Washington National Airport,9838,5.5,3.5,2.75,14.72,43.0
33,Wheaton,4271,41,Rosslyn,11332,4.8,3.5,2.4,12.22,37.0
33,Wheaton,4271,18,Shady Grove,9360,5.75,3.5,2.85,19.1,59.0
33,Wheaton,4271,72,Shaw-Howard U,308,4.05,2.75,2.0,9.57,24.0
33,Wheaton,4271,31,Silver Spring,20078,2.2,1.75,1.1,3.24,7.0
33,Wheaton,4271,54,Smithsonian,12906,4.6,3.5,2.3,11.47,33.0
33,Wheaton,4271,107,Southern Avenue,7681,5.75,3.5,2.85,15.91,45.0
33,Wheaton,4271,63,Stadium-Armory,5110,5.05,3.5,2.5,13.2,44.0
33,Wheaton,4271,88,Suitland,10142,5.75,3.5,2.85,17.51,50.0
33,Wheaton,4271,29,Takoma,6963,2.6,2.05,1.3,4.65,10.0
33,Wheaton,4271,10,Tenleytown-AU,5660,4.6,3.5,2.3,11.58,37.0
33,Wheaton,4271,16,Twinbrook,3969,5.45,3.5,2.7,14.66,52.0
33,Wheaton,4271,73,U Street/African-Amer Civil War Memorial/Cardozo,1418,3.95,2.75,1.95,9.19,22.0
33,Wheaton,4271,25,Union Station,12872,4.25,3.3,2.1,10.26,21.0
33,Wheaton,4271,94,Van Dorn Street,10352,5.75,3.5,2.85,20.63,62.0
33,Wheaton,4271,9,Van Ness-UDC,4941,4.5,3.5,2.25,11.14,35.0
33,Wheaton,4271,103,Vienna/Fairfax-GMU,11610,5.75,3.5,2.85,21.49,61.0
33,Wheaton,4271,98,Virginia Square-GMU,12922,5.25,3.5,2.6,13.85,43.0
33,Wheaton,4271,83,Waterfront,7376,4.8,3.5,2.4,12.29,36.0
33,Wheaton,4271,101,West Falls Church-VT/UVA,14118,5.75,3.5,2.85,16.93,53.0
33,Wheaton,4271,77,West Hyattsville,11886,3.55,2.75,1.75,7.86,19.0
33,Wheaton,4271,15,White Flint,22094,5.2,3.5,2.6,13.74,49.0
33,Wheaton,4271,7,Woodley Park-Zoo/Adams Morgan,4905,4.45,3.45,2.2,11.06,31.0
34,Glenmont,16051,92,Addison Road-Seat Pleasant,13107,5.75,3.5,2.85,18.39,56.0
34,Glenmont,16051,85,Anacostia,6751,5.7,3.5,2.85,15.49,43.0
34,Glenmont,16051,81,Archives-Navy Memorial-Penn Quarter,7477,4.95,3.5,2.45,12.75,34.0
34,Glenmont,16051,42,Arlington Cemetery,12926,5.5,3.5,2.75,14.78,42.0
34,Glenmont,16051,99,Ballston-MU,12631,5.75,3.5,2.85,15.89,48.0
34,Glenmont,16051,90,Benning Road,4613,5.75,3.5,2.85,16.46,50.0
34,Glenmont,16051,12,Bethesda,4387,5.15,3.5,2.55,13.43,45.0
34,Glenmont,16051,47,Braddock Road,13986,5.75,3.5,2.85,19.34,51.0
34,Glenmont,16051,89,Branch Ave,21110,5.75,3.5,2.85,20.59,56.0
34,Glenmont,16051,27,Brookland-CUA,4710,4.05,2.75,2.0,9.58,19.0
34,Glenmont,16051,91,Capitol Heights,1305,5.75,3.5,2.85,17.56,53.0
34,Glenmont,16051,59,Capitol South,12900,5.25,3.5,2.6,13.82,42.0
