53157437,53081094
60799501,53154102
151889374,53247878
53134650,59713089
53246787,53160076
53132740,53087722
60979979,53068688
53090168,90265470
53093270,53149393
53227353,53087030
53123915,53197416
67434913,53254721
246758533,244285032
53072849,244261867
53098472,53179282
244284948,53146323
53230465,60005900
67390679,258978429
53140458,30280313
53122095,53110307
53158753,31328137
53196075,53221826
53101532,53155667
53066628,53128678
53163481,53196072
53196072,53116534
60650029,53071958
32103566,59993262
53091175,152264657
53159210,53243582
53151171,53179242
53149278,53131222
53214291,60163296
53110635,53086036
53093551,108422902
53227888,244284907
53103705,53204102
53083181,53227447
53123955,53130105
53222199,52987415
53146904,53108480
59710786,53072864
53129313,53188067
30003775,53237192
30139593,30079202
53195500,60408027
53212024,53205342
53224619,53124819
53150262,53210924
53081912,53196494
53179448,53199825
53176005,53054423
244285091,53176008
53142161,53175992
53139157,53149358
67507579,151889468
53088020,53070135
53184258,53035808
53220305,60796544
53153882,53163456
67434938,53108136
53131224,53202963
53218759,53093265
53107173,53183872
29972895,244285015
53068901,244284929
69516580,53107195
67507239,53159675
53069859,53181632
67459776,88486517
53115442,53114263
53131143,53211329
30139593,53130416
53152510,53132734
53188393,53183929
53071945,53102999
53120221,53089303
108423238,53184966
53193983,53238626
59998118,53207591
53096954,59713101
53204771,243646501
29977895,53163578
53128467,53085532
29449429,30760194
53231069,53125176
53243903,118329442
53085950,53122837
53073259,53200757
53104637,53103383
53200378,53062792
53146320,244285077
53188843,53112761
53084888,53212709
53062878,53234476
53158843,53168936
53123768,53068899
53026819,53254370
53178022,53200761
53222252,53072476
53109979,53209761
53114593,53181419
53080437,53198163
60799501,53045512
53186037,53108434
53084798,29939250
53074316,53226020
53128120,53131218
53081882,53155481
53172942,53072858
243651685,53219132
53068780,53137772
53099224,53210271
53067562,53201446
53199824,53103984
53197468,53037568
59710891,59713112
53092476,53138758
53227738,52990758
53112543,53067126
53238640,53106434
53179312,53155585
53196193,246758597
60665655,53185820
53213293,53138019
53104534,53092213
53197422,53072213
53088200,53103932
53237967,53234772
53216127,53178626
53138016,67390901
53191897,53158050
30012733,59594315
53067635,53151948
53165346,53156124
53083085,53167628
53142729,244284978
59999611,53149368
53174607,53231062
59818077,53093644
53129459,53213239
53181628,243649075
53117541,53123698
243649140,53134650
53188083,53120915
53224639,32096185
53090485,53157292
53178626,53209661
53159694,53160967
53103021,53085709
53144983,53131090
243651554,53196148
53152479,53138034
53222286,53088193
257671251,60411570
53086809,53132619
53075035,53123932
59713407,53183929
53101740,53083668
53226979,53100723
53045786,53251862
53195028,53179441
90295433,53250823
53166514,53109968
53067910,123074139
53225176,53231383
53112797,53138818
53077821,53181437
53104776,53183942
53144740,53208771
53187335,29447670
53238146,53211694
53078066,53251343
53237254,53190677
53085946,53077622
53085852,53231388
53134677,53218136
53130383,29463752
53221063,53166800
53096902,53080417
53088200,52969672
53211326,53223566
244285014,53115201
53079361,53190518
53186044,53194595
53129937,53124797
60002837,53147222
53083012,270322645
53083181,53168439
53250616,30888243
53126498,53184970
53182387,53110310
53171906,53146289
53063988,53123375
53084208,53146315
53088461,30171768
53186133,108423172
53202900,32096208
69499718,53084882
244284910,244285094
53070289,246758492
53144640,53194873
53228284,53129457
53101724,244420222
53208272,53196509
53068939,53082268
243649125,53099068
53080319,53045158
53120116,60665666
53131221,267561345
53120913,53063997
30231118,53147270
151962735,53252057
53203346,53103400
60665666,53085824
53225569,244284961
53227313,53131470
53204775,53136568
53215776,31393807
53123708,53156113
53099775,53102782
53185821,53072510
53167645,53084222
53181530,53081948
53081410,53123384
53202303,53183682
53089813,53088373
53088511,53243045
53109979,32268752
53149997,67459784
53225174,29978275
53186027,244285108
53196493,53078056
151962835,53197456
53206625,53216263
243646522,53101892
53167022,53071662
53081093,53075033
53144594,59823535
53123943,53217444
53149316,53080420
53203982,53110708
53182383,53220302
60790852,53212736
53194968,53188077
53086008,53253222
53114513,53227452
60978051,53226977
53129924,53038673
53212736,53084801
53153091,53112764
53125668,29447668
53230469,53179439
53216615,60005896
53110665,53081402
53203939,53071671
53146020,53099776
53204042,53186342
53082269,59818008
52969127,52969672
53114873,53208262
59997784,53207044
53149114,53085826
53134335,53094579
53143247,53179595
53144750,53239218
53062784,53068901
53186103,53238365
53114272,53130872
53240456,53129454
53167005,60649296
53089386,53125582
53157503,53223553
53181202,130157094
53141358,53194875
53023395,53117652
53227452,53085751
53196511,60408420
53186596,53164872
53083593,53129927
53085753,53112793
53064016,53103977
246758544,53066638
60002786,59999601
53185779,53197380
140156208,243644837
53012295,251301445
53179307,53149358
53181688,53250565
53250426,53181936
53083077,108404654
53046066,53219874
53179231,32271307
53117541,53167021
53185661,53217095
53201587,53025927
91260133,53180718
53082266,53194830
53047491,67507259
30888236,53073236
53090695,53090655
53159431,53218752
53187330,53200830
53064019,59994381
53079348,53178604
53189946,53159685
53125612,53089773
53208770,53179298
53084219,53092182
53082214,53201711
30280285,53200763
35385332,53213010
60005883,243649443
53099257,53181685
32271300,53140476
53062799,53215090
246761322,243649142
53204489,90251447
53133358,53214128
60411512,53168912
53155081,53070210
53175457,32103904
53147266,59713094
53204778,126314896
53205245,244285050
53080337,53194873
244284979,53151172
53123880,53072125
53210937,53166995
53230323,53160078
53184259,53070500
53176058,53192549
243645833,60408419
53194106,53215876
270322967,53234477
53131270,124201963
30887637,53146908
53214136,53044816
29545385,59947221
60407340,60412669
67434770,53103974
246758512,53115824
53129911,53227738
53068431,53141812
53226024,30078988
53139274,53231392
53101730,53146391
53213861,53159680
53112552,53183919
53223089,53201890
53066746,53194893
53219111,53120168
243649124,53183601
53141868,53123938
246758480,53185733
53109519,53147258
53221725,53178578
53186040,53157430
53093610,53125135
53222256,53178038
60408025,53071659
69450693,60151872
53234224,53234632
53199796,29939251
60895528,53090164
53118964,53194828
53195040,53180682
53179287,53090156
53196082,59993288
59993282,53239232
53214833,32269681
53184114,53082210
53147266,53066615
60002800,53233809
53082267,53086564
53196073,53238894
53085946,53123708
53210315,53232248
53237192,53187907
53212692,53170826
53074981,53155429
53130134,53079400
60408335,60890674
53239582,53222972
34825567,53082275
53087700,53125626
53192757,53113609
53146190,53131453
59998103,53098182
30790065,108422876
53077800,53209391
53151158,53141467
53142103,53023678
91253653,53158014
53134566,53139268
53160078,53167015
53085531,53072213
53059411,108404654
60977917,53168579
53082271,53123925
59713141,53144353
53171335,53153048
53021840,32268924
53237527,67434791
53230466,67390644
53129047,53103715
53072051,60895526
53124795,53250106
53088990,53164936
53069876,53007225
53081080,53277070
53213064,246768833
53227228,53000052
53074977,53158862
243649147,53089334
60002790,53218394
53238927,53230303
53072859,53157437
53208508,53109850
53224604,53138761
53128286,53098470
53203542,53067998
246758507,53140237
53187087,53159543
53234768,53099256
60411512,53103970
108403065,231182335
53143478,53128618
53084796,53112186
53108347,53228508
108403511,53221112
53025742,53091659
59993246,53138780
53222999,53098435
53116534,59713408
53072259,53117656
53209536,53112298
53129334,53217356
53129911,53088209
53149465,67539638
53205299,53184987
53134323,53015837
53076842,53150020
53212737,59713142
53092927,53021782
53015858,53150273
53238600,53129923
53076425,53194107
53128681,53131219
53200196,53166880
32268743,53181142
31428350,59710818
244285048,53178022
53206232,53089363
53116533,53114050
53110880,53149312
53243899,53123368
53103666,53217444
53190102,53197425
53190908,53086598
53154119,53123899
53076859,53082125
53130101,53101658
53197457,53199247
53093270,53214499
53031123,53200928
53064965,53103972
53191314,53078058
53154918,53038356
59948390,53227472
53199825,53154121
53086605,53066626
53142164,53214134
53212685,53094559
59994383,53179506
53103713,53185761
53105922,53115159
53069895,53116796
53100585,53165771
53108371,53240051
53217964,53031090
53166876,30232597
53159684,53129327
53083032,53075580
60168289,53166985
53253852,53237990
53201709,53150002
53204774,88486416
244285080,255770276
60151875,53155484
53196834,53157476
53066794,53227739
53197490,53077584
53134646,31548631
53196152,53042565
53170800,53093778
53070219,30759441
53082206,53092191
53223037,32096172
53230462,53159680
53084216,53159210
53103939,53143249
53043927,53174065
53100579,53175453
53106588,53011689
53128437,53109790
53202712,53128110
53106588,53214434
53197390,53102383
53146167,53101832
53131318,53071982
53103019,53070503
53086674,53139478
53190644,31430516
53217382,53082121
53128410,53181412
53144747,53068682
53195405,60895532
53234770,53105928
53098408,29937707
53146058,244284919
151889557,53179506
244284919,53102774
53073245,31253185
53194375,88486629
53181232,53089778
53228284,53115137
53214455,88468830
53217355,53146695
53209106,53223312
53159691,30789998
53241682,53200538
53161553,53107182
94007321,53046844
53213824,53205277
53131429,53104603
53118957,53194390
53204102,53186120
53223120,53188839
53134848,53179753
53083021,53197456
53043264,67448844
67449061,53076425
94338911,53185653
53101653,53158820
53214295,53167841
53089022,246758541
53100732,53216264
246758545,53157315
67507197,53098477
53159695,53107180
53250533,53082778
53161540,53109712
53083799,53202902
53154089,53064977
53087092,53202221
60799499,53120741
53109098,90279186
53246703,53214977
53249630,53231391
53189029,244420183
53228283,53072513
53114873,53231385
53219786,53140488
53109731,53146933
59712854,53114059
53213059,53186134
53198953,53110643
53086597,53130736
31429762,30012797
53246158,53125588
53183690,53139274
53077639,59712558
53077801,53064991
53198570,53217258
29464594,53248099
53198161,53151944
53178219,53115860
53174592,53196498
32096209,53093299
53146197,151942974
53083668,53155614
53238634,53122399
53200828,31368441
53083006,53144350
53181956,53146694
53240505,53110310
53115408,53217450
53146185,53109765
53165999,53157467
53078064,53082278
53173319,53168477
53209232,53237969
53198123,67390109
53084121,53185817
53072275,53231642
53080420,53046844
53186696,53212712
53072128,53141870
59993248,30280157
53110655,67448932
53142432,53074577
53186048,53113363
53083789,53217347
29462909,53180716
53233640,59713104
53218760,53076955
53083793,53120250
53098406,90251083
53146179,53194896
53107181,53155605
53108379,53081921
53155409,53098433
53248420,53212033
53141487,124222296
53215781,53072485
53144256,53181627
31430658,60408035
53186595,53131276
53155750,257678405
53144579,53080552
53086022,53091109
53082774,53195106
53116768,244284908
53083711,53229920
244256605,53104954
53193015,53239692
53113674,53143232
59596689,53136413
60005896,53134703
53149359,152010799
53205961,59947194
67434774,30757848
53154096,53109028
53112690,53097833
53175456,60408335
53154419,53086624
53109980,53132726
53138782,53237831
53069879,244284974
52996880,67507232
151889539,53215419
53072067,53198515
53005332,53222187
53214123,53182387
94289983,53231074
53180197,53242335
53185501,53211319
53243669,53151172
53131224,59947288
53113670,53149401
53079484,53157237
53132723,53093659
53186128,53091191
53094589,53128051
244284897,53149399
53227556,53202673
53089356,53168434
53155774,53106432
53196722,53184105
53114085,53204100
53071970,53078430
53251343,53128461
53109863,53215782
53093553,53209544
53152478,53186798
246758593,53141839
53068950,88486720
88486425,53192757
244284920,53127067
53068677,53131429
94290066,53203467
53145262,53211328
108404386,53129921
243645842,53133496
53144573,53227734
53100530,53231648
53012037,53108441
53041848,67434907
53224252,53143248
53214376,53166776
60663806,53066522
151962900,53183573
53205962,53145341
53108357,53093552
53110680,53152242
30003782,53213846
60886993,53070522
53188066,32268932
53214288,53233943
53140482,53246833
53179290,53081108
53080342,53110413
53207023,53155725
53129457,53204011
53092632,59999615
52969122,59821307
53214252,53194901
53066436,53160009
59710818,53146942
53140481,53136415
67434781,53204785
53183780,53126498
59948308,30789998
53194858,53200213
53086805,53092213
60002835,60977918
60977923,53141380
53152247,53068366
53225173,52977885
53068468,67507401
53134308,53125443
53089817,53237192
53155438,67507530
53079401,53085962
53202333,53078427
59999615,124296581
53227227,53192783
53195548,53213847
53102410,30280133
53087674,53072252
53103667,53085554
53075621,53157519
53189027,53195016
53132087,53128458
53198504,53103710
53253852,53155482
53132726,53173319
53227452,53103604
67507300,53241648
53227471,53209239
53219637,53089386
53182360,53089007
60005884,124205985
53088202,53188034
53114266,53186741
53103618,53077586
53186040,53187322
53144590,53190644
53045517,53099032
53092498,53159426
53203937,53227316
53123806,53181666
53195561,53214968
53130424,244416526
53217997,53194956
53167868,244279167
30343626,53277108
53166982,29447668
53158832,53223865
53101619,53165988
53200321,60652389
53237798,53255612
53084780,53113357
53096903,53157245
53072136,53149389
53131159,53109389
53160779,59947194
53224619,59712551
53134853,53209238
53155611,53113351
29449439,53112192
53228281,53214455
53092491,53158868
53120110,53066583
53118266,53073737
30171179,53186136
53185762,53123230
53215622,251301445
60799506,59708373
67507232,67507552
53239692,53192553
53208509,246758462
67477708,59947248
53167637,53221280
53102261,88438014
53086012,53062915
53089291,67449158
53086035,53244345
53198168,53129316
32096205,53110292
53108410,53170851
53084804,53197113
244285101,30345371
30345078,53114053
53138962,53132237
53067069,53080457
53197519,53183765
53140450,53171731
53090676,53168060
53099331,53125632
53243439,53228284
53099321,59993252
53077571,53114263
53068929,53114570
53226978,53248712
53241033,53083585
53182382,53135836
53129524,53178043
53209385,59947147
