X,Y,NUMEROLIGN,CODCOM,COMMUNE,DESIGNATIO,TYPE,STATUT,ADRESSE,CODEPOSTAL,DATE_MAJ,IDT_SOURCE,IDLIGNE
5.378746849088195,43.29416848506591,                  134.0000000000,13201,MARSEILLE,JEANNE MICHAUD,LYCEE,PRIVE,RUE PISANCON,,,0131426E,135
5.380775281250173,43.297804912335323,                  135.0000000000,13201,MARSEILLE,SOINS ESTHET ET COIFFURE,LYCEE,PRIVE,BD DUGOMMIER,,,0131499J,136
5.38315735117579,43.26664598434018,                  136.0000000000,13208,MARSEILLE,COIFFURE LEADER,LYCEE,PRIVE,AVENUE DU PRADO,,,0133683H,137
5.390316402707875,43.26945696983185,                  137.0000000000,13208,MARSEILLE,L OLYMPIQUE DE MARSEILLE,LYCEE,PRIVE,RUE NEGRESCO,,,0133013E,138
5.467181466894367,43.516783559780997,                  138.0000000000,,AIX EN PROVENCE,ECOLE PRIVE VAL SAINT ANDRE,LYCEE,PRIVE,"19, avenue Malacrida",,,,139
5.445178869110521,43.520854750329946,                  139.0000000000,,AIX EN PROVENCE,BAC 2000,LYCEE,PRIVE,"13, rue de la poudrière",,,,140
5.452976001111978,43.528569347152199,                  140.0000000000,,AIX EN PROVENCE,LE SACRE COEUR,LYCEE,PRIVE,"29, rue Manuel",,,0131862D,141
5.450957217785303,43.530638856953338,                  141.0000000000,,AIX EN PROVENCE,SAINTE CATHERINE DE SIENNE,LYCEE,PRIVE,"20, rue Mignet",,,,142
5.4556877183997,43.532342083726341,                  142.0000000000,,AIX EN PROVENCE,INSTITUT LESCHI LES CHEMINS,LYCEE,PRIVE,"34,avenue Sainte Victoire",,,,143
5.43355103487517,43.512400276343726,                  143.0000000000,,AIX EN PROVENCE,LA NATIVITE,LYCEE,PRIVE,"8, rue Jean Andréani",,,0131319N,144
5.392766247456395,43.509643586858033,                  144.0000000000,,AIX EN PROVENCE,IBS OF PROVENCE,LYCEE,PRIVE,route de Bouc bel Air,,,,145
5.571474581332769,43.292099165316934,                  145.0000000000,,AUBAGNE,LOUIS RIQUET,LYCEE,PRIVE,Montée des Aires,,,,146
5.616504688876829,43.284935480672999,                  146.0000000000,,GEMENOS,SAINT JEAN DE GARGUIER,LYCEE,PRIVE,Chemin du Puits,,,,147
5.445178869110521,43.520854750329946,                  147.0000000000,,AIX EN PROVENCE,SAINT ELOI,LEGTA,PRIVE,"13, rue de la poudrière",,,0131391S,148
4.804138868696906,43.387676410311421,                  148.0000000000,,PORT SAINT LOUIS,HENRI LEROY,LYC,PRIVE,"1, rue des coles",13230,,0132280H,149
5.436165606509062,43.535210014719603,                  149.0000000000,13001,AIX EN PROVENCE,CELONY,LP,PRIVE,"4, bis avenue de lattre  de tassigny",,01-2014,0131415T,150
5.082727653582182,43.640216060081741,                  150.0000000000,,SALON DE PROVENCE,SAINT JEAN,LYC,PRIVE,76 avenue Gerorges Borel,13300,01-2014,0132922F,151
5.095089736924487,43.644780963861002,                  151.0000000000,,SALON DE PROVENCE,LE ROCHER,LP,PRIVE,,,01-2014,0131485U,152
5.044512527303787,43.420693843243605,                  152.0000000000,,MARTIGUES,BRISES LAMES,LP,PRIVE,Route de la Vierge,,01-2014,0131484T,153
5.242477422202709,43.448596493144976,                  153.0000000000,,VITROLLES,CAUCADIS,LP,PRIVE,Boulevard Alfred Casile,,01-2014,0131474G,154
5.446906513730376,43.532052560061373,                  154.0000000000,,AIX EN PROVENCE,SAINTE MARIE,LP,PRIVE,,13100,01-2014,0131459R,155
5.445178869110521,43.520854750329946,                  155.0000000000,,AIX EN PROVENCE,SAINT ELOI,LEGTA,PRIVE,"13, rue de la poudrière",,,0133280V,156
4.804138868696906,43.387676410311421,                  156.0000000000,,PORT SAINT LOUIS,HENRI LEROY,LP,PRIVE,"1, rue des coles",13230,,0133282X,157
5.452707584872054,43.526240775663624,                  157.0000000000,13001,AIX EN PROVENCE,CLOVIS HUGUES,LP,PRIVE,1 rue Fernand Dol,13100,01-2014,0133305X,158
