X,Y,NUMEROLIGN,IDT_SOURCE,CODCOM,COMMUNE,STATUT_,DESIGNATIO,CENTROIDX,CENTROIDY,COMMUNES,TOTAL,TOTAL_R,IDLIGNE
5.391244395462474,43.344459783935193,                  157.0000000000,0132114C,                13214.0000000000,MARSEILLE,PRIVE,HENRI MARGALHAN,,,MARSEILLE 14,360,                  360.0000000000,152
5.37692039691414,43.343932317966726,                  158.0000000000,0132207D,                13214.0000000000,MARSEILLE,PUBLIC,MASSENET,,,MARSEILLE 14,486,                  486.0000000000,153
5.350051206378502,43.373896895500728,                  159.0000000000,0131887F,                13215.0000000000,MARSEILLE,PUBLIC,ELSA TRIOLET,,,MARSEILLE 15,383,                  383.0000000000,154
5.352712330109953,43.345077437713051,                  160.0000000000,0132408X,                13215.0000000000,MARSEILLE,PUBLIC,JULES FERRY,,,MARSEILLE 15,457,                  457.0000000000,155
5.354032485121997,43.36758962569521,                  161.0000000000,0132407W,                13215.0000000000,MARSEILLE,PUBLIC,JEAN MOULIN,,,MARSEILLE 15,389,                  389.0000000000,156
5.361774725088937,43.373729932668709,                  162.0000000000,0131885D,                13215.0000000000,MARSEILLE,PUBLIC,VALLON DES PINS,,,MARSEILLE 15,544,                  544.0000000000,157
5.36600924783478,43.322642080567874,                  163.0000000000,0132785G,                13215.0000000000,MARSEILLE,PUBLIC,ROSA PARKS,,,MARSEILLE 15,370,                  370.0000000000,158
5.343682662565516,43.346784033138896,                  164.0000000000,0131704G,                13215.0000000000,MARSEILLE,PUBLIC,ARTHUR RIMBAUD,,,MARSEILLE 15,401,                  401.0000000000,159
5.356361791280041,43.336985864472055,                  165.0000000000,0131372W,                13215.0000000000,MARSEILLE,PRIVE,ST JOSEPH (VIALA),,,MARSEILLE 15,331,                  331.0000000000,160
5.355399387291886,43.355699447725712,                  166.0000000000,0131329Z,                13215.0000000000,MARSEILLE,PRIVE,NOTRE DAME DE LA VISTE,,,MARSEILLE 15,338,                  338.0000000000,161
5.339336260258583,43.366957386584048,                  167.0000000000,0131605Z,                13216.0000000000,MARSEILLE,PUBLIC,ST ANDRE-BARNIER,,,MARSEILLE 16,540,                  540.0000000000,162
5.319331333268959,43.365215037322336,                  168.0000000000,0131757P,                13216.0000000000,MARSEILLE,PUBLIC,L'ESTAQUE,,,MARSEILLE 16,596,                  596.0000000000,163
5.442188723048266,43.344337995696712,                  169.0000000000,0132312T,                13213.0000000000,MARSEILLE,PUBLIC,ANDRE MALRAUX,,,MARSEILLE 13,842,                  842.0000000000,164
5.367653158731778,43.411151630202511,                  170.0000000000,0133765X,                13106.0000000000,SEPTEMES-LES-VALLONS,PUBLIC,MARC FERRANDI,,,SEPTEMES-LES-VALLONS,416,                  416.0000000000,165
5.36471840195517,43.309402129277039,                  171.0000000000,0133788X,                13207.0000000000,MARSEILLE,PUBLIC,JEAN CLAUDE IZZO,,,MARSEILLE 02,442,                  442.0000000000,166
5.422883876245617,43.304669976923606,                  172.0000000000,0133881Y,                13212.0000000000,MARSEILLE,PUBLIC,CAMPAGNE ALLEMAN,,,,819,                  819.0000000000,167
5.383400880483888,43.321756859336119,                  173.0000000000,0133775H,                13214.0000000000,MARSEILLE,PUBLIC,MARIE LAURENCIN,,,MARSEILLE 14,276,                  276.0000000000,168
5.506240817708375,43.69811576780603,                    3.0000000000,,,,PUBLIC,CLG MARCEL PAGNOL,,,PERTUIS,555,                  555.0000000000,169
5.495138120839374,43.702421486401072,                    4.0000000000,,,,PUBLIC,CLG MARIE MAURON,,,PERTUIS,548,                  548.0000000000,170
5.578564766998955,43.287856367993413,                  174.0000000000,0131622T,,AUBAGNE,PUBLIC,Joseph LAKANAL,,,AUBAGNE,708,                  708.0000000000,171
5.543767797378747,43.282681583460992,                  175.0000000000,0132412B,,AUBAGNE,PUBLIC,LOU GARLABAN,,,AUBAGNE,558,                  558.0000000000,172
5.643324392490334,43.371925109509327,                  176.0000000000,0133510V,,AURIOL,PUBLIC,UBELKA,,,AURIOL,790,                  790.0000000000,173
5.595350633798437,43.348582274813118,                  177.0000000000,0130156Z,,ROQUEVAIRE,PUBLIC,Louis ARAGON,,,ROQUEVAIRE,710,                  710.0000000000,174
5.250089994619987,43.531698919480625,                  178.0000000000,,,VELAUX,PUBLIC,ROQUEPERTUSE,,,,720,                  720.0000000000,175
5.15579720544599,43.632459723523439,                  178.0000000000,,,PELISSANE,PUBLIC,ROGER CARCASSONE,,,,600,                  600.0000000000,176
5.203687634816636,43.282881962802975,                99997.0000000000,,,,,,,,,,                 1000.0000000000,177
5.097296356434352,43.284099038252364,                99998.0000000000,,,,,,,,,,                  500.0000000000,178
4.955916797032518,43.300406249340043,               999999.0000000000,,,,,,,,,,                  100.0000000000,179
5.145498625560063,43.267803498022474,                99997.0000000000,,,,,,,,,,                10000.0000000000,180
5.086160547197551,43.282685477531892,                99998.0000000000,,,,,,,,,,                  500.0000000000,181
4.968161153132923,43.301813341709362,                99999.0000000000,,,,,,,,,,                  100.0000000000,182
5.408766426215857,43.276667718000056,,0134022B,,MARSEILLE,,CAPELETTE,,,,,,183
